uf,cep,cnpj,pais,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,motivo_situacao_cadastral,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial,ano,mes
sp,17015032,96298013000168,brasil,demais,centro,11-07,,bauru,sete_de_setembro,4120400,,5.0,pacaembu_construtora_s.a.,,365467420.0,1132364141,,,6219.0,sociedade_anonima_aberta,,,2,construcao_de_edificios,3506003.0,1993-04-12,,2005-09-24,,2046,0,1,10,ativa,rua,sem_motivo,matriz,1993,4
sp,05112000,12621274000187,brasil,demais,parque_sao_domingos,s/n,1131569363,sao_paulo,anhanguera,4930202,_km_15_-_cla_galpao_03_parte,5.0,pacer_logistica_s.a._em_recuperacao_judicial_em_recuperacao_judicial,,1000000.0,1131569363,,,7107.0,sociedade_anonima_fechada,,,2,"transporte_rodoviario_de_carga,_exceto_produtos_perigosos_e_mudancas,_intermunicipal,_interestadual_e_internacional",3550308.0,2010-09-10,,2010-09-10,,2054,0,1,16,ativa,via,sem_motivo,matriz,2010,9
sp,13086510,02365069000144,brasil,demais,polo_ii_de_alta_tecnologia_(campinas),1000,2125325664,campinas,doutor_ricardo_benetton_martins,6462000,,5.0,padtec_holding_s.a.,,138441630.0,1921049700,,,6291.0,sociedade_anonima_aberta,,,2,holdings_de_instituicoes_nao-financeiras,3509502.0,1998-02-11,,2005-11-03,,2046,0,1,10,ativa,rua,sem_motivo,matriz,1998,2
sp,13086510,03549807000176,brasil,demais,polo_ii_de_alta_tecnologia_(campinas),1000,1921049700,campinas,doutor_ricardo_benetton_martins,2631100,,5.0,padtec_s/a,,162174130.0,1921049701,,,6291.0,sociedade_anonima_fechada,,,2,"fabricacao_de_equipamentos_transmissores_de_comunicacao,_pecas_e_acessorios",3509502.0,1999-11-25,,2001-05-08,,2054,0,1,10,ativa,rua,sem_motivo,matriz,1999,11
sp,04534011,32161916000110,brasil,demais,itaim_bibi,413,,sao_paulo,joaquim_floriano,6462000,andar_12_conj_121,5.0,padua_iv_participacoes_s.a.,,10000.0,1140879770,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2018-12-03,,2018-12-03,,2054,0,1,5,ativa,rua,sem_motivo,matriz,2018,12
es,29055131,04533779000161,brasil,demais,praia_do_canto,520,3133096209,vitoria,nossa_senhora_da_penha,6613400,sala_405,5.0,avista_administradora_de_cartoes_de_credito_ltda,,47500000.0,2796348050,,,5705.0,sociedade_empresaria_limitada,,,2,administracao_de_cartoes_de_credito,3205309.0,2001-06-29,,2004-05-15,,2062,0,1,49,ativa,avenida,sem_motivo,matriz,2001,6
pa,68632000,05459177000174,brasil,demais,interior,sn,,ulianopolis,br_010,1931400,km_1565,5.0,pagrisa_para_pastoril_e_agricola_s/a,usina_pagrisa,142915650.0,,,,623.0,sociedade_anonima_fechada,,,2,fabricacao_de_alcool,1508126.0,1971-02-11,,2005-11-03,,2054,0,1,16,ativa,rodovia,sem_motivo,matriz,1971,2
rj,20030021,32184487000104,brasil,demais,centro,231,,rio_de_janeiro,presidente_wilson,3512300,_salas_1703_parte_1704_parte,5.0,pampa_transmissao_de_energia_s.a.,,220236000.0,2143146420,,,6001.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3304557.0,2018-12-05,,2018-12-05,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2018,12
sp,04707910,44507274000147,brasil,demais,vila_gertrudes,999,,sao_paulo,roque_petroni_junior,6462000,sala_66,5.0,panati_holding_s.a.,,576983360.0,1131494644,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2021-12-07,,2021-12-07,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2021,12
rs,94045405,92693019000189,brasil,demais,distrito_industrial,600,5134897799,gravatai,rua_rudolfo_vontobel,2599399,,5.0,panatlantica_s.a.,panatlantica,450000000.0,5134897777,,,8683.0,sociedade_anonima_aberta,,,2,fabricacao_de_outros_produtos_de_metal_nao_especificados_anteriormente,4309209.0,1967-10-18,,2005-11-03,,2046,0,1,10,ativa,rua,sem_motivo,matriz,1967,10
pr,80420063,14388334000199,brasil,demais,batel,614,,curitiba,comendador_araujo,6422100,,5.0,parana_banco_s/a,parana_banco,783063740.0,4133519899,,,7535.0,sociedade_anonima_aberta,,,2,"bancos_multiplos,_com_carteira_comercial",4106902.0,1977-05-05,,2005-11-03,,2046,0,1,10,ativa,rua,sem_motivo,matriz,1977,5
pr,81690170,76527951000185,brasil,demais,hauer,11807,,curitiba,br_116,4789099,,5.0,parana_equipamentos_s_a,,164803020.0,4121032900,4121032211,,7535.0,sociedade_anonima_fechada,,,2,comercio_varejista_de_outros_produtos_nao_especificados_anteriormente,4106902.0,1966-09-06,,2005-11-03,,2054,0,1,10,ativa,rodovia,sem_motivo,matriz,1966,9
pr,83203050,01691945000160,brasil,demais,campo_grande,333,,paranagua,vieira_dos_santos,3600601,,5.0,paranagua_saneamento_s.a.,paranagua_saneamento,28236154.0,4134223322,,,7745.0,sociedade_anonima_fechada,,,2,"captacao,_tratamento_e_distribuicao_de_agua",4118204.0,1997-03-04,,2002-10-12,,2054,0,1,10,ativa,rua,sem_motivo,matriz,1997,3
rj,20071004,17553029000101,brasil,demais,centro,955,2139743674,rio_de_janeiro,presidente_vargas,3512300,sala_1101_parte,5.0,paranaiba_transmissora_de_energia_s.a.,,543261000.0,2135134755,,,6001.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3304557.0,2013-01-23,,2013-01-23,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2013,1
ba,42850000,60398369000479,brasil,demais,area_industrial_norte,3700,1121997881,dias_d'avila,do_cobre,2443100,_copec,5.0,paranapanema_s.a_-_em_recuperacao_judicial,,0.0,7122031238,7121997578,,3087.0,sociedade_anonima_aberta,,,2,metalurgia_do_cobre,2910057.0,2009-10-21,,2009-10-21,,2046,0,2,64,ativa,via,sem_motivo,filial,2009,10
rj,20021290,32667691000178,brasil,demais,centro,38,,rio_de_janeiro,do_passeio,3512300,_sala_1201_setor_2,5.0,parintins_amazonas_transmissora_de_energia_s.a,,254475000.0,2139619400,,,6001.0,sociedade_anonima_fechada,,,2,transmissao_de_energia_eletrica,3304557.0,2019-02-05,,2019-02-05,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2019,2
go,74055045,29641242000146,brasil,demais,setor_central,3302,,goiania,independencia,6822600,quadra172_lote_01e,5.0,park_empreendimentos_comerciais_s/a,,2564700.0,6232575040,6232575035,,9373.0,sociedade_anonima_fechada,,,2,gestao_e_administracao_da_propriedade_imobiliaria,5208707.0,2018-02-07,,2018-02-07,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2018,2
rj,22250040,11230122000190,brasil,demais,botafogo,501,,rio_de_janeiro,de_botafogo,600001,bloco_i_sala_701_parte,5.0,parnaiba_gas_natural_s.a.,,2076754200.0,2137213260,,,6001.0,sociedade_anonima_fechada,,,8,extracao_de_petroleo_e_gas_natural,3304557.0,2009-10-16,,2018-12-28,,2054,2,1,16,baixada,praia,incorporacao,matriz,2009,10
ma,65730000,11744699000110,brasil,demais,km_277,s/n,,santo_antonio_dos_lopes,de_acesso_a_br_135,3511501,,5.0,parnaiba_i_geracao_de_energia_s.a,parnaiba_i,99839960.0,2137213000,,,903.0,sociedade_anonima_fechada,,,8,geracao_de_energia_eletrica,2110302.0,2010-03-25,,2020-01-01,,2054,2,1,10,baixada,estrada,incorporacao,matriz,2010,3
ma,65730000,14578002000177,brasil,demais,km_277,sn,,santo_antonio_dos_lopes,de_acesso_a_br_135,3511501,:_km_277;,5.0,parnaiba_ii_geracao_de_energia_s.a,,918133950.0,2137213000,,,903.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,2110302.0,2011-11-07,,2011-11-07,,2054,0,1,16,ativa,estrada,sem_motivo,matriz,2011,11
ma,65730000,10536701000101,brasil,demais,km_277,s/n,7136270661,santo_antonio_dos_lopes,de_acesso_a_br_135,3511501,:_parte;,5.0,parnaiba_iii_geracao_de_energia_s.a,ute_mc2_nova_venecia_2_s.a.,5560881.0,2137213000,,,903.0,sociedade_anonima_fechada,,,8,geracao_de_energia_eletrica,2110302.0,2008-11-24,,2018-09-30,,2054,2,1,16,baixada,estrada,incorporacao,matriz,2008,11
rj,22640903,15137022000175,brasil,demais,barra_da_tijuca,04430,1134657000,rio_de_janeiro,das_americas,4110700,_sal_201,5.0,parque_da_lagoa_desenvolvimento_imobiliario_s.a.,,48194436.0,1134657000,1134657001,,6001.0,sociedade_anonima_fechada,,,2,incorporacao_de_empreendimentos_imobiliarios,3304557.0,2012-03-05,,2012-03-05,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2012,3
sp,04552040,19246799000129,brasil,demais,vila_olimpia,68,4130911519,sao_paulo,elvira_ferraz,3511501,andar_12_conj_123_e_124_parte,5.0,assurua_1_ii_energia_s.a.,,134071980.0,1132549810,,,7107.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3550308.0,2013-11-06,,2013-11-06,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2013,11
sp,04552040,19246831000176,brasil,demais,vila_olimpia,68,4130911519,sao_paulo,elvira_ferraz,3511501,andar_12_conj_123_e_124_parte,5.0,assurua_1_i_energia_s.a.,,88554420.0,1132549810,,,7107.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3550308.0,2013-11-06,,2013-11-06,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2013,11
sp,04552040,19246849000178,brasil,demais,vila_olimpia,68,4130911519,sao_paulo,elvira_ferraz,3511501,andar_12_conj_123_e_124_parte,5.0,assurua_1_iii_energia_s.a.,,74816730.0,1132549810,,,7107.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3550308.0,2013-11-06,,2013-11-06,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2013,11
sp,04552040,21816037000162,brasil,demais,vila_olimpia,68,4130911500,sao_paulo,elvira_ferraz,3511501,andar_12_conj_123_e_124_parte,5.0,assurua_3_i_energia_s.a.,,37378524.0,1132549810,,,7107.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3550308.0,2015-01-23,,2015-01-23,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2015,1
sp,04552040,21815934000151,brasil,demais,vila_olimpia,68,4130911500,sao_paulo,elvira_ferraz,3511501,andar_12_conj_123_e_124_parte,5.0,assurua_3_ii_energia_s.a.,,29650224.0,1132549810,,,7107.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3550308.0,2015-01-23,,2015-01-23,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2015,1
sp,01452001,44854238000150,brasil,demais,jardim_paulistano,1663,,sao_paulo,brig_faria_lima,6462000,andar_1_sala_17_edif_plaza_sao_lourenco,5.0,parsan_s.a,parsan,8869507.0,1934598300,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2022-01-13,,2022-01-13,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2022,1
sp,01452000,01987230000159,brasil,demais,jardim_paulistano,2277,,sao_paulo,brig_faria_lima,6462000,andar_7_conj_203/204,5.0,partage_empreendimentos_e_participacoes_s.a.,,384276800.0,1138111111,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,1997-06-27,,2003-10-18,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,1997,6
sp,01416001,13068817000143,brasil,demais,cerqueira_cesar,2825,1133832001,sao_paulo,da_consolacao,6462000,andar:_2;_conj:_21;,5.0,partners_pharma_participacoes_s.a.,,10000.0,1133832000,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2010-12-22,,2010-12-22,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2010,12
mg,30320760,23236821000127,brasil,demais,belvedere,521,,belo_horizonte,stael_mary_bicalho_motta_magalhaes,4120400,sala_1701,5.0,patrimar_engenharia_s.a.,,269171680.0,3132540306,,,4123.0,sociedade_anonima_aberta,,,2,construcao_de_edificios,3106200.0,1968-05-14,,2005-11-03,,2046,0,1,10,ativa,rodovia,sem_motivo,matriz,1968,5
rr,69339899,34714305000187,brasil,demais,area_rural_de_boa_vista,sn,,boa_vista,"br_174,_fazenda_jacitara_ii,_gleba_murupu",3511501,sala_3_km_546,5.0,pau_rainha_geracao_e_comercio_de_energia_spe_s/a,central_geradora_termeletrica_pau_rainha,39333030.0,9536239393,,,301.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,1400100.0,2019-08-30,,2019-08-30,,2054,0,1,10,ativa,area,sem_motivo,matriz,2019,8
pe,51030300,00338915000101,brasil,demais,boa_viagem,451,,recife,barao_de_souza_leao,5510801,sala_701,5.0,paulista_praia_hotel_s/a,,158783570.0,,,,2531.0,sociedade_anonima_fechada,,,2,hoteis,2611606.0,1994-12-12,,2005-08-27,,2054,0,1,16,ativa,rua,sem_motivo,matriz,1994,12
sp,04543907,48533969000154,brasil,demais,vila_nova_conceicao,1909,,sao_paulo,pres_juscelino_kubitschek,7020400,conj_301,5.0,pax_investimentos_em_aeroportos_s.a,,153001000.0,1199999999,,,7107.0,sociedade_anonima_fechada,,,2,"atividades_de_consultoria_em_gestao_empresarial,_exceto_consultoria_tecnica_especifica",3550308.0,2022-11-07,,2022-11-07,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2022,11
sp,04547005,52636412000116,brasil,demais,vila_olimpia,1306,1144503400,sao_paulo,gomes_de_carvalho,5223100,andar_7,5.0,pb_administradora_de_estacionamentos_ltda,indigo_estacionamentos,399039100.0,1144503400,,,7107.0,sociedade_empresaria_limitada,,,2,estacionamento_de_veiculos,3550308.0,1983-06-30,,2005-11-03,,2062,0,1,5,ativa,rua,sem_motivo,matriz,1983,6
sc,88200000,83475913000191,brasil,demais,centro,s/n,,tijucas,br_101_km_163,2342701,,5.0,pbg_s/a,,250000000.0,,,,8355.0,sociedade_anonima_aberta,,,2,fabricacao_de_azulejos_e_pisos,4218004.0,1977-10-17,,2005-11-03,,2046,0,1,10,ativa,rodovia,sem_motivo,matriz,1977,10
mg,30160919,13593766000179,brasil,demais,centro,605,3132444800,belo_horizonte,espirito_santo,6492100,edif_christiano_guimaraesandar_10,5.0,pbh_ativos_s.a.,,314280300.0,3132467044,,,4123.0,sociedade_de_economia_mista,,,2,securitizacao_de_creditos,3106200.0,2011-04-28,,2011-04-28,,2038,0,1,16,ativa,rua,sem_motivo,matriz,2011,4
pr,80250205,22091543000102,brasil,demais,agua_verde,5739,4132407426,curitiba,sete_de_setembro,3511501,sala_606_andar_06_cond_priori_business_ed,5.0,pch_bv_ii_-_geracao_de_energia_s.a.,pch_boa_vista_ii,51824836.0,4133106800,,,7535.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,4106902.0,2015-02-23,,2015-02-23,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2015,2
sp,13087397,11623581000134,brasil,demais,jardim_professora_tarcilia,1632,1131579300,campinas,jorge_de_figueiredo_correa,6462000,_parte,5.0,pch_holding_2_s.a.,,129629690.0,1937568020,,,6291.0,sociedade_anonima_fechada,,,8,holdings_de_instituicoes_nao-financeiras,3509502.0,2010-02-23,,2020-11-30,,2054,2,1,10,baixada,rua,incorporacao,matriz,2010,2
sp,04543906,15569107000122,brasil,demais,vila_nova_conceicao,510,,sao_paulo,presidente_juscelino_kubitschek_510,6462000,andar_12,5.0,pdc_participacoes_s.a.,,608563200.0,1130742404,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2012-05-09,,2012-05-09,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2012,5
sp,04548903,09538973000153,brasil,demais,vila_olimpia,1855,1143837000,sao_paulo,dr_cardoso_de_melo,6492100,andar_6,5.0,pdg_companhia_securitizadora,,1932239.9,1143837000,,,7107.0,sociedade_anonima_fechada,,,2,securitizacao_de_creditos,3550308.0,2008-04-04,,2008-04-04,,2054,0,1,64,ativa,avenida,sem_motivo,matriz,2008,4
sp,04548903,02950811000189,brasil,demais,vila_olimpia,1855,1143837000,sao_paulo,dr_cardoso_de_melo,6462000,andar_6,5.0,pdg_realty_s.a_empreendimentos_e_participacoes,,6611464700.0,1143837000,,,7107.0,sociedade_anonima_aberta,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,1998-11-27,,2005-11-03,,2046,0,1,64,ativa,avenida,sem_motivo,matriz,1998,11
sp,04583906,17544492000189,brasil,demais,vila_cordeiro,940,1135729100,sao_paulo,doutor_chucri_zaidan_940,7020400,andar_16_edif_market_place_ii,5.0,pdl_1.0_consultoria_financeira_e_participacoes_ltda,pdl_1.0_consultoria_financeira_e_participacoes,187246000.0,1135098200,,,7107.0,sociedade_empresaria_limitada,,,8,"atividades_de_consultoria_em_gestao_empresarial,_exceto_consultoria_tecnica_especifica",3550308.0,2013-01-24,,2018-11-22,,2062,1,1,49,baixada,avenida,extincao_por_encerramento_liquidacao_voluntaria,matriz,2013,1
sp,14150000,71304687000105,brasil,demais,zona_rural,s/n,1639879033,serrana,usina_da_pedra,1071600,,5.0,pedra_agroindustrial_s/a,usina_da_pedra,1549121800.0,1639879000,1639879100,,7131.0,sociedade_anonima_fechada,,,2,fabricacao_de_acucar_em_bruto,3551504.0,1966-08-18,,2005-11-03,,2054,0,1,10,ativa,area,sem_motivo,matriz,1966,8
sp,13087397,10883378000134,brasil,demais,jardim_professora_tarcilia,1.632,,campinas,jorge_de_figueiredo_correa,3511501,_parte,5.0,pedra_cheirosa_i_energia_ltda,,127000000.0,1937568020,,,6291.0,sociedade_empresaria_limitada,,,2,geracao_de_energia_eletrica,3509502.0,2009-05-11,,2009-05-11,,2062,0,1,5,ativa,rua,sem_motivo,matriz,2009,5
sp,13087397,10883587000188,brasil,demais,jardim_professora_tarcilia,1.632,,campinas,jorge_de_figueiredo_correa,3511501,_parte,5.0,pedra_cheirosa_ii_energia_ltda.,,106100000.0,1937568020,,,6291.0,sociedade_empresaria_limitada,,,2,geracao_de_energia_eletrica,3509502.0,2009-04-01,,2009-04-01,,2062,0,1,5,ativa,rua,sem_motivo,matriz,2009,4
sp,03042010,42580092000176,brasil,demais,bras,37,1131557106,sao_paulo,ernesto_de_castro,4530701,andar_3_sala_302,5.0,companhia_brasileira_de_distribuicao_automotiva_s.a,br_autoparts,559076300.0,1131557571,1131557118,,7107.0,sociedade_anonima_fechada,,,2,comercio_por_atacado_de_pecas_e_acessorios_novos_para_veiculos_automotores,3550308.0,1976-08-06,,2023-07-25,,2054,0,1,10,ativa,rua,sem_motivo,matriz,1976,8
es,29162748,13382604000191,brasil,demais,planalto_de_carapina,390,1121855000,serra,lourival_nunes,6462000,_predio_c_4_sala_07,5.0,pequena_central_hidreletrica_sl_s/a,pch_santa_leopoldina,480210000.0,1121855199,1121855045,,5699.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3205002.0,2011-02-22,,2011-02-22,,2054,0,1,16,ativa,avenida,sem_motivo,matriz,2011,2
rj,22431002,42511759000189,brasil,demais,leblon,00336,,rio_de_janeiro,bartolomeu_mitre,6462000,_sal_701,5.0,personal_care_participacoes_s.a.,,25000100.0,2121596000,,,6001.0,sociedade_anonima_fechada,,,8,holdings_de_instituicoes_nao-financeiras,3304557.0,2021-06-29,,2022-05-31,,2054,2,1,10,baixada,avenida,incorporacao,matriz,2021,6
sp,03035040,18328118000109,brasil,demais,pari,166,,sao_paulo,dr_miguel_paulo_capalbo,4789004,anexo_192_e_214,5.0,pet_center_comercio_e_participacoes_s.a.,,1725427000.0,1175535457,,,7107.0,sociedade_anonima_aberta,,,2,comercio_varejista_de_animais_vivos_e_de_artigos_e_alimentos_para_animais_de_estimacao,3550308.0,2013-06-19,,2013-06-19,,2046,0,1,16,ativa,rua,sem_motivo,matriz,2013,6
sp,01223010,07243291000198,brasil,demais,vila_buarque,770,2122534242,sao_paulo,gal_jardim,6462000,andar_terreo_st_01,5.0,petra_energia_s/a,,1100000.0,1131242470,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2005-02-24,,2022-01-18,,2054,0,1,16,ativa,rua,sem_motivo,matriz,2005,2
rj,20031050,25243894000171,brasil,demais,centro,00055,,rio_de_janeiro,floriano,7490104,_sal_1004,5.0,petra_gold_servicos_financeiros_s_a,,24304788.0,2133938867,,,6001.0,sociedade_anonima_fechada,,,4,"atividades_de_intermediacao_e_agenciamento_de_servicos_e_negocios_em_geral,_exceto_imobiliarios",3304557.0,2016-07-15,,2024-08-15,,2054,63,1,16,inapta,praca,omissao_de_declaracoes,matriz,2016,7
rj,20031170,33000167000101,brasil,demais,centro,65,213224,rio_de_janeiro,republica_do_chile,1921700,,5.0,petroleo_brasileiro_s_a_petrobras,petrobras_-_edise,205431960000.0,2121660000,,,6001.0,sociedade_de_economia_mista,,,2,fabricacao_de_produtos_do_refino_de_petroleo,3304557.0,1966-09-28,,2005-11-03,,2038,0,1,10,ativa,avenida,sem_motivo,matriz,1966,9
pe,56332175,47983546000173,brasil,demais,zona_rural,s/n,,petrolina,si_km_85_60_rajada_rural,7739099,,5.0,petrolina_pe_584_geracao_de_energia_915_ltda,,118270960.0,1935177400,,,2521.0,sociedade_empresaria_limitada,,,2,"aluguel_de_outras_maquinas_e_equipamentos_comerciais_e_industriais_nao_especificados_anteriormente,_sem_operador",2611101.0,2022-09-16,,2022-09-16,,2062,0,1,5,ativa,estrada,sem_motivo,matriz,2022,9
ba,48280000,03342704000130,brasil,demais,mata_de_sao_joao,s/n,718406223,mata_de_sao_joao,"do_vinte_mil_km_3,5",600001,estacao_de_sao_roque,5.0,petroreconcavo_s/a,petroreconcavo,2907148000.0,0718406221,,,3721.0,sociedade_anonima_aberta,,,2,extracao_de_petroleo_e_gas_natural,2921005.0,1999-08-12,,2003-10-04,,2046,0,1,10,ativa,estrada,sem_motivo,matriz,1999,8
rs,95010550,88613658000110,brasil,demais,distrito_industrial,s/n,5432271880,caxias_do_sul,"rsc_453_-_km_2,4",1412601,,5.0,pettenati_sa_industria_textil,,100000000.0,5432277200,,,8599.0,sociedade_anonima_aberta,,,2,"confeccao_de_pecas_de_vestuario,_exceto_roupas_intimas_e_as_confeccionadas_sob_medida",4305108.0,1966-08-09,,2005-11-03,,2046,0,1,16,ativa,rodovia,sem_motivo,matriz,1966,8
sp,07631480,42914980000188,brasil,demais,rio_acima,s/n,,mairipora,augusto_coimbra,3511501,km_7,5.0,pge_-_cascata_geradora_de_energia_s.a.,,7190000.0,1132513100,,,6671.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3528502.0,2021-07-29,,2021-07-29,,2054,0,1,10,ativa,estrada,sem_motivo,matriz,2021,7
sp,01451010,43261542000120,brasil,demais,itaim_bibi,192,,sao_paulo,iguatemi,3511501,andar_13_conj_132_sala_09,5.0,pge_-_guarau_geradora_de_energia_s.a.,,6949900.0,1132513100,1189713039,,7107.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,3550308.0,2021-08-24,,2021-08-24,,2054,0,1,10,ativa,rua,sem_motivo,matriz,2021,8
sp,01452001,55346267000127,brasil,demais,jardim_paulistano,1811,,sao_paulo,brig_faria_lima,6462000,sala_1.119,5.0,phoenix_agua_e_energia_s.a.,,10000.0,1160776618,,,7107.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,3550308.0,2024-05-31,,2024-05-31,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2024,5
sp,01407907,20228158000120,brasil,demais,jardim_paulista,5229,,sao_paulo,nove_de_julho,7739099,andar_4_conj_41a_e_42b,5.0,highline_do_brasil_iii_infraestrutura_de_telecomunicacoes_s.a,,2257780200.0,1125088700,,,7107.0,sociedade_anonima_fechada,,,8,"aluguel_de_outras_maquinas_e_equipamentos_comerciais_e_industriais_nao_especificados_anteriormente,_sem_operador",3550308.0,2014-05-09,,2022-05-31,,2054,2,1,10,baixada,avenida,incorporacao,matriz,2014,5
sp,14020250,54034638000172,brasil,demais,jardim_america,400,,ribeirao_preto,antonio_diederichsen,6463800,sala_2006,5.0,santa_sophia_administracao_e_participacoes_ltda,,1000.0,1141052331,,,6969.0,sociedade_empresaria_limitada,,,2,"outras_sociedades_de_participacao,_exceto_holdings",3543402.0,2024-02-23,,2024-02-23,,2062,0,1,5,ativa,avenida,sem_motivo,matriz,2024,2
sp,13087397,12053891000123,brasil,demais,jardim_professora_tarcilia,1632,8534581442,campinas,jorge_de_figueiredo_correa,3511501,_parte,5.0,santa_ursula_energias_renovaveis_ltda,,109135520.0,1937568020,,,6291.0,sociedade_empresaria_limitada,,,2,geracao_de_energia_eletrica,3509502.0,2010-06-08,,2010-06-08,,2062,0,1,5,ativa,rua,sem_motivo,matriz,2010,6
pr,80530000,18156217000150,brasil,demais,centro_civico,70,4130523730,curitiba,candido_de_abreu,6462000,conj_51_andar_05_cond_centro_civico_cond_bloco_centro_civico_bl-cor,5.0,santa_vitoria_do_palmar_energias_renovaveis_s.a.,santa_vitoria_do_palmar_energias_renovaveis_s.a.,821565100.0,4130797100,,,7535.0,sociedade_anonima_fechada,,,2,holdings_de_instituicoes_nao-financeiras,4106902.0,2013-05-14,,2013-05-14,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2013,5
mg,30190130,12094666000135,brasil,demais,barro_preto,472,,belo_horizonte,barbacena,6462000,andar_4,5.0,santa_vitoria_do_palmar_holding_s.a.,,814343600.0,1132549810,,,4123.0,sociedade_anonima_fechada,,,8,holdings_de_instituicoes_nao-financeiras,3106200.0,2010-05-19,,2021-11-09,,2054,2,1,10,baixada,avenida,incorporacao,matriz,2010,5
pr,80530000,19869355000140,brasil,demais,centro_civico,70,4130523730,curitiba,candido_de_abreu,3511501,conj_51_andar_05_cond_centro_civico_cond_bloco_centro_civico_bl-cor,5.0,santa_vitoria_do_palmar_i_energias_renovaveis_s.a.,santa_vitoria_do_palmar_i_energias_renovaveis_s.a.,108161550.0,4130797100,,,7535.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,4106902.0,2014-03-07,,2014-03-07,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2014,3
pr,80530000,19888311000167,brasil,demais,centro_civico,70,4130523730,curitiba,candido_de_abreu,3511501,conj_51_andar_05_cond_centro_civico_cond_bloco_centro_civico_bl-cor,5.0,santa_vitoria_do_palmar_ii_energias_renovaveis_s.a.,santa_vitoria_do_palmar_energias_renovaveis_s.a.,196102580.0,4130797100,,,7535.0,sociedade_anonima_fechada,,,2,geracao_de_energia_eletrica,4106902.0,2014-03-07,,2014-03-07,,2054,0,1,10,ativa,avenida,sem_motivo,matriz,2014,3
